Political-affiliation	Income	Gender	Age	Trump-approval	Education	Race	Marital-status	Jobs-robots	Climate-change	Scientists-honest	Vaccines-children	Books	Funding-science	ghosts?
Democrat	0	Female	55	StronglyDisapprove	College	White	Single	Unlikely	RealCausedbyPeople	StronglyAgree	StronglyAgree	300	Low	Yes
Republican	0	Female	51	StronglyApprove	SomeCollege	White	Relationship	Unlikely	RealNotCausedbyPeople	SomewhatDisagree	StronglyAgree	3	unknown	No
Democrat	0	Male	39	StronglyDisapprove	College	White	Married	Unlikely	RealCausedbyPeople	StronglyAgree	StronglyAgree	4	Low	No
unknown	127000	Female	50	SomewhatDisapprove	SomeCollege	Latino	Married	Unlikely	RealCausedbyPeople	SomewhatAgree	StronglyAgree	12	Low	No
Independent	84000	Female	45	SomewhatApprove	Graduate	White	Married	Unlikely	RealNotCausedbyPeople	SomewhatDisagree	StronglyAgree	15	Low	Yes
Independent	104000	Male	59	StronglyDisapprove	Graduate	unknown	Married	Unlikely	RealNotCausedbyPeople	SomewhatAgree	StronglyAgree	30	unknown	No
unknown	0	Female	50	unknown	College	Asian	Single	Unlikely	NotReal	SomewhatAgree	SomewhatDisagree	0	unknown	Yes
Democrat	0	Male	29	unknown	College	White	Married	unknown	RealCausedbyPeople	SomewhatAgree	StronglyAgree	5	AboutRight	Yes
Democrat	0	Male	87	unknown	Other	Black	Married	Likely	RealCausedbyPeople	NeitherAgreeDisagree	NeitherAgreeDisagree	3	High	No
Independent	0	Male	29	StronglyDisapprove	College	Asian	Single	Unlikely	RealCausedbyPeople	StronglyAgree	StronglyAgree	3	Low	No
Independent	0	Female	25	StronglyDisapprove	Highschool	Black	Single	Unlikely	RealCausedbyPeople	StronglyAgree	StronglyAgree	0	Low	Yes
unknown	0	Female	39	StronglyDisapprove	Graduate	Latino	Married	Likely	unknown	unknown	SomewhatDisagree	0	Low	No
Independent	0	Female	40	SomewhatApprove	College	White	Married	Unlikely	RealCausedbyPeople	SomewhatAgree	StronglyAgree	4	AboutRight	No
Republican	0	Male	40	SomewhatApprove	Highschool	Black	Married	Unlikely	unknown	unknown	SomewhatAgree	0	AboutRight	No
Republican	0	Female	57	StronglyApprove	Highschool	White	Divorced	Unlikely	RealCausedbyPeople	SomewhatDisagree	SomewhatAgree	4	unknown	Yes
Independent	0	Male	19	SomewhatApprove	SomeCollege	White	Single	Unlikely	RealCausedbyPeople	StronglyAgree	StronglyAgree	5	AboutRight	Yes
Democrat	0	Female	54	StronglyDisapprove	Graduate	White	Married	Unlikely	RealCausedbyPeople	SomewhatAgree	StronglyAgree	7	Low	No
Democrat	0	Female	18	StronglyDisapprove	Highschool	Latino	Single	Unlikely	RealCausedbyPeople	StronglyDisagree	StronglyAgree	4	Low	Yes
Independent	0	Female	65	StronglyDisapprove	Graduate	White	Married	Unlikely	RealCausedbyPeople	StronglyAgree	StronglyAgree	40	Low	No
Democrat	0	Female	89	NeitherApproveDisapprove	SomeCollege	White	Widowed	Likely	RealCausedbyPeople	StronglyAgree	StronglyAgree	5	unknown	No
Independent	0	Male	70	SomewhatDisapprove	SomeCollege	Black	Single	Unlikely	NotReal	unknown	unknown	0	Low	No
Independent	0	Male	41	StronglyApprove	SomeCollege	White	Married	Likely	RealCausedbyPeople	StronglyDisagree	StronglyAgree	0	AboutRight	No
Democrat	0	Male	65	unknown	Highschool	White	Separated	Unlikely	RealNotCausedbyPeople	unknown	StronglyAgree	0	unknown	Yes
Democrat	0	Male	64	SomewhatApprove	Highschool	White	Single	Unlikely	RealCausedbyPeople	SomewhatAgree	SomewhatDisagree	0	AboutRight	No
Independent	0	Female	38	StronglyDisapprove	College	Black	Married	Unlikely	RealCausedbyPeople	SomewhatAgree	SomewhatAgree	3	Low	Yes
Independent	0	Male	78	StronglyApprove	SomeCollege	White	Married	Unlikely	RealCausedbyPeople	StronglyAgree	StronglyAgree	3	Low	No
Independent	0	Female	26	SomewhatDisapprove	College	White	Relationship	Unlikely	RealNotCausedbyPeople	StronglyAgree	SomewhatAgree	1	Low	Yes
Republican	0	Male	59	SomewhatApprove	SomeCollege	White	Divorced	Unlikely	RealNotCausedbyPeople	unknown	StronglyAgree	0	AboutRight	Yes
Independent	0	Male	18	unknown	Highschool	Latino	Single	Unlikely	RealCausedbyPeople	SomewhatAgree	StronglyAgree	15	Low	No
unknown	0	Other	41	unknown	College	White	Married	Likely	RealNotCausedbyPeople	NeitherAgreeDisagree	StronglyAgree	4	Low	No
Republican	0	Male	49	StronglyDisapprove	SomeCollege	unknown	Single	Likely	RealCausedbyPeople	SomewhatAgree	SomewhatAgree	10	Low	Yes
Democrat	0	Other	30	StronglyApprove	SomeCollege	White	Divorced	Unlikely	RealCausedbyPeople	StronglyAgree	StronglyDisagree	9.5	Low	No
Independent	0	Male	52	StronglyDisapprove	Graduate	Latino	Married	Unlikely	RealCausedbyPeople	SomewhatDisagree	StronglyAgree	20	Low	No
Republican	0	Female	66	StronglyApprove	Highschool	White	Married	Unlikely	RealNotCausedbyPeople	SomewhatAgree	StronglyAgree	10	High	No
Independent	0	Male	44	StronglyApprove	College	White	Married	Likely	RealNotCausedbyPeople	SomewhatAgree	SomewhatAgree	3	High	No
Democrat	0	Male	65	StronglyDisapprove	SomeCollege	White	Widowed	Unlikely	RealCausedbyPeople	StronglyDisagree	StronglyAgree	0	Low	No
Republican	0	Female	81	unknown	SomeCollege	White	Widowed	Unlikely	NotReal	StronglyAgree	StronglyAgree	5	AboutRight	No
Republican	0	Female	59	SomewhatApprove	College	White	Married	Unlikely	RealNotCausedbyPeople	SomewhatAgree	StronglyAgree	10	AboutRight	No
Independent	0	Male	25	SomewhatApprove	College	White	Married	Unlikely	RealNotCausedbyPeople	SomewhatAgree	StronglyAgree	20	High	No
Independent	0	Female	22	SomewhatApprove	College	White	Single	Unlikely	NotReal	SomewhatDisagree	SomewhatAgree	10	Low	No
Republican	0	Other	34	StronglyDisapprove	College	White	Single	unknown	RealCausedbyPeople	SomewhatDisagree	StronglyAgree	10	High	No
Republican	0	Male	74	StronglyApprove	SomeCollege	White	Married	Unlikely	RealCausedbyPeople	SomewhatAgree	NeitherAgreeDisagree	3	High	No
Independent	0	Male	60	StronglyDisapprove	Graduate	White	Married	Unlikely	RealNotCausedbyPeople	SomewhatDisagree	StronglyAgree	4	Low	Yes
unknown	0	Male	46	StronglyApprove	Highschool	Asian	Married	Likely	NotReal	StronglyAgree	StronglyAgree	0	AboutRight	No
